d
"(:Document {NumberWords: 280, Identifier: bg_CURLICAT_bg-bnc-01351, PublicationDate: N/A, NumberTokens: 313, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: POLITICS, NumberParagraphs: 7, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: N/A, NumberSentences: 14, URL: http//setimes.com/})"
"(:Document {NumberWords: 343, Identifier: bg_CURLICAT_bg-bnc-2003101009728, PublicationDate: 2003-10-10, NumberTokens: 429, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: N/A, NumberParagraphs: 9, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Делова хроника, NumberSentences: 20, URL: http//setimes.com/})"
"(:Document {NumberWords: 147, Identifier: bg_CURLICAT_bg-bnc-2003101013150, PublicationDate: 2003-10-10, NumberTokens: 168, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 3, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Проди критикува Хърватия за Адриатическата зона, NumberSentences: 6, URL: http//setimes.com/})"
"(:Document {NumberWords: 90, Identifier: bg_CURLICAT_bg-bnc-2003101015694, PublicationDate: 2003-10-10, NumberTokens: 105, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Македонският президент Трайковски отново изрази очакванията си за членство на страната в НАТО през 2006 г., NumberSentences: 4, URL: http//setimes.com/})"
"(:Document {NumberWords: 120, Identifier: bg_CURLICAT_bg-bnc-2003101015775, PublicationDate: 2003-10-10, NumberTokens: 133, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: EUROPEAN UNION|GEOGRAPHY|LAW, NumberParagraphs: 3, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Румънският референдум за конституцията ще се проведе в продължение на два дена, NumberSentences: 5, URL: http//setimes.com/})"
"(:Document {NumberWords: 133, Identifier: bg_CURLICAT_bg-bnc-2003101022640, PublicationDate: 2003-10-10, NumberTokens: 149, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY|LAW|EUROPEAN UNION, NumberParagraphs: 4, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: България и Албания подписват редица споразумения, NumberSentences: 7, URL: http//setimes.com/})"
"(:Document {NumberWords: 182, Identifier: bg_CURLICAT_bg-bnc-2003101029094, PublicationDate: 2003-10-10, NumberTokens: 213, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: FINANCE|POLITICS, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Министри от НАТО обсъждат прехвърляне на мироопазващата мисия в БиХ на ЕС, NumberSentences: 7, URL: http//setimes.com/})"
"(:Document {NumberWords: 453, Identifier: bg_CURLICAT_bg-bnc-2003101032261, PublicationDate: 2003-10-10, NumberTokens: 516, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: N/A, NumberParagraphs: 11, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Турски и гръцки бизнесмени се споразумяха за по-широко сътрудничество, NumberSentences: 24, URL: http//setimes.com/})"
"(:Document {NumberWords: 31, Identifier: bg_CURLICAT_bg-bnc-2003101034014, PublicationDate: 2003-10-10, NumberTokens: 41, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 1, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: СФОР започна инспекция на телекома на БиХ, NumberSentences: 2, URL: http//setimes.com/})"
"(:Document {NumberWords: 200, Identifier: bg_CURLICAT_bg-bnc-2003101200452, PublicationDate: 2003-10-12, NumberTokens: 228, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: LAW|EUROPEAN UNION|GEOGRAPHY, NumberParagraphs: 3, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: България, Армения и Грузия подписаха транспортно споразумение, NumberSentences: 9, URL: http//setimes.com/})"
"(:Document {NumberWords: 128, Identifier: bg_CURLICAT_bg-bnc-2003101202979, PublicationDate: 2003-10-12, NumberTokens: 144, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: България и Гърция ще участват на финалите за европейската купа по футбол, NumberSentences: 7, URL: http//setimes.com/})"
"(:Document {NumberWords: 78, Identifier: bg_CURLICAT_bg-bnc-2003101202993, PublicationDate: 2003-10-12, NumberTokens: 96, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Косово сформира делегация за разговорите с Белград, NumberSentences: 5, URL: http//setimes.com/})"
"(:Document {NumberWords: 162, Identifier: bg_CURLICAT_bg-bnc-2003101204665, PublicationDate: 2003-10-12, NumberTokens: 188, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: NEWS, NumberParagraphs: 3, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Месич Генерал Готовина не е в Хърватия, NumberSentences: 7, URL: http//setimes.com/})"
"(:Document {NumberWords: 101, Identifier: bg_CURLICAT_bg-bnc-2003101204667, PublicationDate: 2003-10-12, NumberTokens: 112, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY|POLITICS, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Иракският управляващ съвет се обяви против разполагането на турски войски в страната, NumberSentences: 5, URL: http//setimes.com/})"
"(:Document {NumberWords: 83, Identifier: bg_CURLICAT_bg-bnc-2003101223208, PublicationDate: 2003-10-12, NumberTokens: 96, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: N/A, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Ще бъде проведено гласуване по вота на недоверие на сръбското правителство, NumberSentences: 4, URL: http//setimes.com/})"
"(:Document {NumberWords: 83, Identifier: bg_CURLICAT_bg-bnc-2003101223230, PublicationDate: 2003-10-12, NumberTokens: 99, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Търговската палата на САЩ проявява по-голям интерес към инвестиране в Турция, NumberSentences: 5, URL: http//setimes.com/})"
"(:Document {NumberWords: 135, Identifier: bg_CURLICAT_bg-bnc-2003101228477, PublicationDate: 2003-10-12, NumberTokens: 153, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: LAW|GEOGRAPHY, NumberParagraphs: 3, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Управляващата партия и опозицията в Македония се споразумяха за обща стратегия по въпроса за влизането на страната в ЕС и НАТО, NumberSentences: 6, URL: http//setimes.com/})"
"(:Document {NumberWords: 78, Identifier: bg_CURLICAT_bg-bnc-2003101230975, PublicationDate: 2003-10-12, NumberTokens: 91, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY|FINANCE, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Албанците гласуват на местните избори, NumberSentences: 5, URL: http//setimes.com/})"
"(:Document {NumberWords: 95, Identifier: bg_CURLICAT_bg-bnc-2003101300846, PublicationDate: 2003-10-13, NumberTokens: 110, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: LAW, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Македонската комисия за борба с корупцията критикува усилията на правителството, NumberSentences: 5, URL: http//setimes.com/})"
"(:Document {NumberWords: 83, Identifier: bg_CURLICAT_bg-bnc-2003101304027, PublicationDate: 2003-10-13, NumberTokens: 95, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: SCIENCE|LAW|GEOGRAPHY, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Според Томчич хърватският парламент вероятно ще бъде разпуснат тази седмица, NumberSentences: 4, URL: http//setimes.com/})"
"(:Document {NumberWords: 556, Identifier: bg_CURLICAT_bg-bnc-2003101308544, PublicationDate: 2003-10-13, NumberTokens: 636, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 13, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Премиерът на Косово няма да участва в разговорите във Виена, NumberSentences: 26, URL: http//setimes.com/})"
"(:Document {NumberWords: 121, Identifier: bg_CURLICAT_bg-bnc-2003101309136, PublicationDate: 2003-10-13, NumberTokens: 141, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: EDUCATION AND COMMUNICATIONS, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Председателят на сръбския парламент Мичич предупреждава за потенциална конституционна криза, NumberSentences: 5, URL: http//setimes.com/})"
"(:Document {NumberWords: 459, Identifier: bg_CURLICAT_bg-bnc-2003101312098, PublicationDate: 2003-10-13, NumberTokens: 525, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: SOCIAL QUESTIONS|LAW, NumberParagraphs: 16, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Турция призовава да се предприемат мерки срещу въоръженото насилие, NumberSentences: 25, URL: http//setimes.com/})"
"(:Document {NumberWords: 148, Identifier: bg_CURLICAT_bg-bnc-2003101312113, PublicationDate: 2003-10-13, NumberTokens: 169, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: NEWS, NumberParagraphs: 3, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Франция ще обучава гръцки полицаи и брегова охрана за Олимпиада - 2004, NumberSentences: 7, URL: http//setimes.com/})"
"(:Document {NumberWords: 142, Identifier: bg_CURLICAT_bg-bnc-2003101328478, PublicationDate: 2003-10-13, NumberTokens: 164, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: EUROPEAN UNION, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Местните избори в Албания бележат ниска избирателна активност, NumberSentences: 7, URL: http//setimes.com/})"
"(:Document {NumberWords: 110, Identifier: bg_CURLICAT_bg-bnc-2003101330069, PublicationDate: 2003-10-13, NumberTokens: 124, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 3, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Българският финансов министър започва визита в САЩ, NumberSentences: 7, URL: http//setimes.com/})"
"(:Document {NumberWords: 124, Identifier: bg_CURLICAT_bg-bnc-2003101330510, PublicationDate: 2003-10-13, NumberTokens: 148, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY|EUROPEAN UNION, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Ердоган е преизбран за лидер на управляващата партия в Турция, NumberSentences: 7, URL: http//setimes.com/})"
"(:Document {NumberWords: 82, Identifier: bg_CURLICAT_bg-bnc-2003101331666, PublicationDate: 2003-10-13, NumberTokens: 96, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: TRANSPORT, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Сръбски сватбари свалят самолет, NumberSentences: 6, URL: http//setimes.com/})"
"(:Document {NumberWords: 99, Identifier: bg_CURLICAT_bg-bnc-2003101332623, PublicationDate: 2003-10-13, NumberTokens: 113, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY|BUSINESS AND COMPETITION, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Президентът на кипърските гърци обещава решителни действия за решаване на кипърския спор, NumberSentences: 4, URL: http//setimes.com/})"
"(:Document {NumberWords: 140, Identifier: bg_CURLICAT_bg-bnc-2003101408442, PublicationDate: 2003-10-14, NumberTokens: 162, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Албанската опозиция оспорва резултатите от изборите, NumberSentences: 8, URL: http//setimes.com/})"
"(:Document {NumberWords: 151, Identifier: bg_CURLICAT_bg-bnc-2003101413108, PublicationDate: 2003-10-14, NumberTokens: 172, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 3, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Външните министри на ЕС разкритикуваха решението на Хърватия да обяви адриатическа зона за риболов, NumberSentences: 6, URL: http//setimes.com/})"
"(:Document {NumberWords: 64, Identifier: bg_CURLICAT_bg-bnc-2003101419980, PublicationDate: 2003-10-14, NumberTokens: 74, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY|TRANSPORT|LAW, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Турският парламент ще предприеме реформи, насочени към удовлетворяване на стандартите на ЕС, NumberSentences: 3, URL: http//setimes.com/})"
"(:Document {NumberWords: 125, Identifier: bg_CURLICAT_bg-bnc-2003101420616, PublicationDate: 2003-10-14, NumberTokens: 146, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: NEWS, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Разговорите по Косово започват във Виена, NumberSentences: 6, URL: http//setimes.com/})"
"(:Document {NumberWords: 396, Identifier: bg_CURLICAT_bg-bnc-2003101421800, PublicationDate: 2003-10-14, NumberTokens: 437, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 13, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Напредък в разговорите между Гърция и Турция по кипърския проблем, NumberSentences: 19, URL: http//setimes.com/})"
"(:Document {NumberWords: 500, Identifier: bg_CURLICAT_bg-bnc-2003101422727, PublicationDate: 2003-10-14, NumberTokens: 569, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: POLITICS|GEOGRAPHY, NumberParagraphs: 13, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Министри от ЕС оказват натиск върху балкански държави за пълноценно сътрудничество с МТБЮ, NumberSentences: 17, URL: http//setimes.com/})"
"(:Document {NumberWords: 129, Identifier: bg_CURLICAT_bg-bnc-2003101423181, PublicationDate: 2003-10-14, NumberTokens: 141, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: NEWS, NumberParagraphs: 4, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: България и Испания обсъждат Ирак, NumberSentences: 7, URL: http//setimes.com/})"
"(:Document {NumberWords: 70, Identifier: bg_CURLICAT_bg-bnc-2003101423804, PublicationDate: 2003-10-14, NumberTokens: 81, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY|POLITICS|LAW, NumberParagraphs: 3, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Американски, турски и гръцки представители ще се срещнат в Атина през следващата седмица, NumberSentences: 4, URL: http//setimes.com/})"
"(:Document {NumberWords: 95, Identifier: bg_CURLICAT_bg-bnc-2003101428224, PublicationDate: 2003-10-14, NumberTokens: 110, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY|TRANSPORT|LAW, NumberParagraphs: 3, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Македонският парламент ще обсъжда пакет от закони за децентрализация, NumberSentences: 5, URL: http//setimes.com/})"
"(:Document {NumberWords: 14, Identifier: bg_CURLICAT_bg-bnc-2003101432099, PublicationDate: 2003-10-14, NumberTokens: 16, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: LAW|EUROPEAN UNION, NumberParagraphs: 1, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: БиХ възобновява прилагането на Споразумението за свободна търговия с Черна Гора, NumberSentences: 1, URL: http//setimes.com/})"
"(:Document {NumberWords: 86, Identifier: bg_CURLICAT_bg-bnc-2003101500467, PublicationDate: 2003-10-15, NumberTokens: 98, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY|EUROPEAN UNION|EDUCATION AND COMMUNICATIONS|TRANSPORT, NumberParagraphs: 1, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Ръководителят на президентството на БиХ и хърватският президент се срещнаха в Загреб, NumberSentences: 3, URL: http//setimes.com/})"
"(:Document {NumberWords: 96, Identifier: bg_CURLICAT_bg-bnc-2003101501594, PublicationDate: 2003-10-15, NumberTokens: 109, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY|SOCIAL QUESTIONS, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Месец преди изборите половината от хърватите не са решили как да гласуват, NumberSentences: 5, URL: http//setimes.com/})"
"(:Document {NumberWords: 89, Identifier: bg_CURLICAT_bg-bnc-2003101502491, PublicationDate: 2003-10-15, NumberTokens: 101, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Румънският президент призовава към смяна на дискредитирани министри, NumberSentences: 4, URL: http//setimes.com/})"
"(:Document {NumberWords: 536, Identifier: bg_CURLICAT_bg-bnc-2003101507749, PublicationDate: 2003-10-15, NumberTokens: 605, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 10, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Лидери от Сърбия и Косово започнаха първите разговори след края на войната, NumberSentences: 20, URL: http//setimes.com/})"
"(:Document {NumberWords: 87, Identifier: bg_CURLICAT_bg-bnc-2003101508961, PublicationDate: 2003-10-15, NumberTokens: 105, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Турция поема командването на Силите за бърз отговор на НАТО, NumberSentences: 5, URL: http//setimes.com/})"
"(:Document {NumberWords: 104, Identifier: bg_CURLICAT_bg-bnc-2003101509807, PublicationDate: 2003-10-15, NumberTokens: 115, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: LAW|EUROPEAN UNION, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Сръбската управляваща коалиция отлага вота на недоверие, NumberSentences: 4, URL: http//setimes.com/})"
"(:Document {NumberWords: 49, Identifier: bg_CURLICAT_bg-bnc-2003101510668, PublicationDate: 2003-10-15, NumberTokens: 55, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: EUROPEAN UNION|SOCIAL QUESTIONS|LAW, NumberParagraphs: 1, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Пенсионери организират протест в Баня Лука, NumberSentences: 3, URL: http//setimes.com/})"
"(:Document {NumberWords: 148, Identifier: bg_CURLICAT_bg-bnc-2003101514085, PublicationDate: 2003-10-15, NumberTokens: 167, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: NEWS, NumberParagraphs: 3, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Атентатор-самоубиец поразява турското посолство в в Багдад., NumberSentences: 8, URL: http//setimes.com/})"
"(:Document {NumberWords: 445, Identifier: bg_CURLICAT_bg-bnc-2003101517083, PublicationDate: 2003-10-15, NumberTokens: 499, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: EUROPEAN UNION, NumberParagraphs: 11, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Международни наблюдатели оценяват местните избори в Албания, NumberSentences: 20, URL: http//setimes.com/})"
"(:Document {NumberWords: 88, Identifier: bg_CURLICAT_bg-bnc-2003101524021, PublicationDate: 2003-10-15, NumberTokens: 97, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: FINANCE, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Гръцкият премиер отрича слухове за нови размествания в кабинета, NumberSentences: 4, URL: http//setimes.com/})"
"(:Document {NumberWords: 144, Identifier: bg_CURLICAT_bg-bnc-2003101530237, PublicationDate: 2003-10-15, NumberTokens: 162, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 3, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Представител на НАТО дава висока оценка на българското участие в мироопазващи мисии, NumberSentences: 7, URL: http//setimes.com/})"
"(:Document {NumberWords: 286, Identifier: bg_CURLICAT_bg-bnc-2003101533990, PublicationDate: 2003-10-15, NumberTokens: 325, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: EUROPEAN UNION|GEOGRAPHY, NumberParagraphs: 8, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Културен обзор, NumberSentences: 18, URL: http//setimes.com/})"
"(:Document {NumberWords: 72, Identifier: bg_CURLICAT_bg-bnc-2003101534349, PublicationDate: 2003-10-15, NumberTokens: 87, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Министрите на околната среда на държавите от ЮИЕ провеждат среща в Скопие, NumberSentences: 4, URL: http//setimes.com/})"
"(:Document {NumberWords: 112, Identifier: bg_CURLICAT_bg-bnc-2003101535292, PublicationDate: 2003-10-15, NumberTokens: 124, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY|BUSINESS AND COMPETITION, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Президентите на Македония и Черна Гора препотвърждават решимостта си за борба срещу тероризма, NumberSentences: 5, URL: http//setimes.com/})"
"(:Document {NumberWords: 109, Identifier: bg_CURLICAT_bg-bnc-2003101600475, PublicationDate: 2003-10-16, NumberTokens: 125, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: САЩ хвалят Албания за честните избори, NumberSentences: 5, URL: http//setimes.com/})"
"(:Document {NumberWords: 105, Identifier: bg_CURLICAT_bg-bnc-2003101602938, PublicationDate: 2003-10-16, NumberTokens: 124, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: В Румъния избухва нов скандал за корупция, NumberSentences: 6, URL: http//setimes.com/})"
"(:Document {NumberWords: 135, Identifier: bg_CURLICAT_bg-bnc-2003101607482, PublicationDate: 2003-10-16, NumberTokens: 151, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: LAW|GEOGRAPHY, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Управляващата коалиция в Сърбия се изправи пред вот на недоверие в четвъртък, NumberSentences: 7, URL: http//setimes.com/})"
"(:Document {NumberWords: 77, Identifier: bg_CURLICAT_bg-bnc-2003101607946, PublicationDate: 2003-10-16, NumberTokens: 85, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: NEWS, NumberParagraphs: 1, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Ашдаун настоява босненските сърби да кажат истината за клането в Сребреница, NumberSentences: 4, URL: http//setimes.com/})"
"(:Document {NumberWords: 83, Identifier: bg_CURLICAT_bg-bnc-2003101608974, PublicationDate: 2003-10-16, NumberTokens: 94, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Представител на гръцкото министерство на отбраната е на посещение в Турция, NumberSentences: 3, URL: http//setimes.com/})"
"(:Document {NumberWords: 93, Identifier: bg_CURLICAT_bg-bnc-2003101609146, PublicationDate: 2003-10-16, NumberTokens: 104, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: FINANCE|POLITICS, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Хърватия засилва гражданския контрол над службите за сигурност, NumberSentences: 6, URL: http//setimes.com/})"
"(:Document {NumberWords: 600, Identifier: bg_CURLICAT_bg-bnc-2003101615577, PublicationDate: 2003-10-16, NumberTokens: 686, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: LAW|GEOGRAPHY|EUROPEAN UNION, NumberParagraphs: 14, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Вероятно Загреб ще подпише споразумение за съдебен имунитет със САЩ, NumberSentences: 23, URL: http//setimes.com/})"
"(:Document {NumberWords: 393, Identifier: bg_CURLICAT_bg-bnc-2003101628343, PublicationDate: 2003-10-16, NumberTokens: 440, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 5, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Части на СФОР и следователи от МНСБЮ правят обиски, NumberSentences: 13, URL: http//setimes.com/})"
"(:Document {NumberWords: 52, Identifier: bg_CURLICAT_bg-bnc-2003101629161, PublicationDate: 2003-10-16, NumberTokens: 55, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 1, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Хага приключва разглеждането на разузнавателни документи в Република Сръбска, NumberSentences: 3, URL: http//setimes.com/})"
